2275, 248, 2062.61, 725.26, 2191.33, 964.32, 0, 0.92
2300, 248, 2061.82, 724.93, 2189.22, 964.05, 0, 0.90
2325, 248, 2061.83, 725.07, 2189.86, 964.94, 0, 0.92
2350, 248, 2061.91, 725.20, 2192.43, 964.27, 0, 0.92
2375, 248, 2062.33, 725.34, 2192.53, 963.12, 0, 0.92
2400, 248, 2062.52, 727.27, 2190.38, 964.88, 0, 0.91
2425, 248, 2062.59, 726.35, 2191.29, 963.36, 0, 0.93
2450, 248, 2061.70, 725.53, 2192.59, 963.90, 0, 0.93
2475, 248, 2062.19, 723.38, 2193.45, 964.26, 0, 0.94
2500, 248, 2063.12, 724.41, 2193.18, 964.19, 0, 0.93
2525, 248, 2062.87, 724.74, 2192.54, 964.21, 0, 0.94
2550, 248, 2062.77, 724.66, 2192.76, 963.90, 0, 0.94
2550, 290, 2269.70, 857.40, 2410.88, 1128.77, 1, 0.40
2575, 248, 2062.93, 725.41, 2192.10, 964.24, 0, 0.94
2575, 292, 1510.19, 338.04, 1636.70, 460.20, 0, 0.41
2600, 248, 2062.72, 725.82, 2192.13, 965.09, 0, 0.93
2600, 292, 1524.08, 335.80, 1638.98, 461.32, 0, 0.50
2600, 290, 2267.80, 859.55, 2411.43, 1129.98, 1, 0.29
2625, 248, 2062.61, 725.74, 2190.53, 965.88, 0, 0.93
2625, 292, 1545.23, 337.33, 1651.11, 460.81, 0, 0.45
2625, 290, 2268.91, 862.83, 2412.06, 1130.82, 1, 0.36
2650, 248, 2062.45, 726.80, 2189.99, 966.20, 0, 0.94
2650, 292, 1542.72, 347.84, 1665.64, 485.96, 0, 0.39
2650, 290, 2269.79, 862.44, 2412.25, 1128.65, 3, 0.58
2675, 248, 2062.28, 726.51, 2190.42, 967.38, 0, 0.93
2675, 290, 2269.49, 862.37, 2411.81, 1128.79, 3, 0.57
2700, 248, 2061.82, 727.03, 2189.90, 966.60, 0, 0.93
2700, 290, 2268.29, 863.71, 2413.09, 1129.76, 3, 0.39
