frame,track_id,x,y,w,h,class_id,conf
12670,3704,2724.51,739.61,2857.43,956.24,3,0.55
12670,3711,2189.06,780.91,2301.17,1007.69,1,0.57
12670,3708,2658.12,806.84,2786.42,1048.24,0,0.83
12680,3664,2363.77,863.67,2494.25,1130.86,0,0.96
12680,3681,2205.68,972.36,2351.53,1250.86,0,0.71
12680,3704,2727.36,740.49,2856.7,956.98,3,0.58
12680,3711,2190.66,780.96,2301.99,1004.93,1,0.7
12680,3708,2661.69,810.11,2789.44,1049.44,0,0.87
12690,3664,2362,863.72,2492.9,1131.09,0,0.96
12690,3681,2206.28,973.58,2351.03,1247.37,0,0.72
12690,3711,2192.18,782.26,2302.07,1002.59,1,0.57
12690,3708,2663.41,807.65,2791.27,1049.59,0,0.88
12700,3664,2360.78,863.55,2491.93,1131.89,0,0.97
12700,3681,2207.52,973.06,2350.25,1246.81,0,0.86
12700,3711,2195.3,781.99,2303.54,1002.96,1,0.53
12700,3708,2664.43,803.83,2794.57,1048.97,0,0.77
12710,3664,2361.65,863.16,2493.3,1129.78,0,0.96
12710,3681,2207.05,974.32,2351.17,1245.84,0,0.85
12710,3711,2198.65,782.25,2306.69,1004.99,1,0.57
12710,3708,2663.21,802.09,2789.96,1047.47,0,0.48
12710,3704,2729.04,746.23,2853.71,960.35,3,0.58
12720,3664,2362.05,862.87,2493.56,1127.87,0,0.95
12720,3681,2205.83,971.47,2352.34,1245.57,0,0.83
12720,3708,2663.3,803.68,2789.86,1046.8,0,0.71
12720,3704,2732.06,748.24,2854.46,959.87,3,0.33
12730,3664,2361.73,862.71,2491.92,1127.65,0,0.94
12730,3681,2208.11,971.21,2354.45,1247.3,0,0.86
12730,3708,2663.36,799.93,2791.81,1046.65,0,0.87
12730,3704,2732.47,747.65,2853.42,961.92,1,0.25
12740,3664,2360.91,862.01,2491.28,1128.16,0,0.95
12740,3681,2209.28,973.85,2354.23,1248.01,0,0.86
12740,3708,2664.45,801.36,2792.73,1046.75,0,0.91
12740,3704,2726.94,744.92,2854.61,964.93,0,0.32
12740,3711,2188.61,780.56,2300.93,1006.42,1,0.35
12750,3664,2361.89,862.44,2492.77,1127.87,0,0.95
12750,3681,2207.07,973.08,2353.51,1256.98,0,0.65
12750,3708,2662.55,803.96,2795.99,1047.57,0,0.89
12760,3664,2362.68,861.97,2493.67,1128.08,0,0.96
12760,3681,2205.76,972.66,2352.82,1258.91,0,0.65
12760,3708,2664.2,804.28,2796.73,1047.85,0,0.88
12760,3636,2169.08,786.64,2294.64,1013.68,1,0.59
12760,3704,2726.23,742.89,2855.78,962.65,3,0.45
12770,3664,2363.49,862.14,2494.64,1129.13,0,0.95
12770,3681,2206.29,971.15,2353.81,1252.91,0,0.87
12770,3708,2665.62,803.32,2796.49,1047.88,0,0.91
12770,3745,2728.46,746.12,2855.99,962.32,3,0.32
12770,3636,2169.8,787.08,2292.78,1016.09,1,0.7
12770,3704,2728.13,745.71,2855.96,962.47,1,0.49
12780,3664,2365.09,862.48,2494.77,1128.1,0,0.95
12780,3681,2208.16,967.21,2357.21,1248.38,0,0.88
12780,3708,2662.04,799.31,2792.44,1039.12,0,0.61
12780,3636,2172.05,786.66,2293.2,1014.23,1,0.81
12780,3704,2719.51,743.11,2855.32,961.84,3,0.29
12790,3664,2365.53,861.56,2495.3,1127.8,0,0.96
12790,3681,2207.62,969.41,2356.59,1251.73,0,0.68
12790,3708,2661.63,796.59,2793.05,1042.74,0,0.82
12790,3636,2175.17,785.6,2294.8,1012.68,1,0.74
12790,3704,2706.96,740.75,2854.79,957.83,0,0.54
12790,3711,2186.92,779.83,2301.18,1010.28,1,0.4
12800,3664,2363.38,863.07,2494.8,1129.78,0,0.96
12800,3681,2206.06,971.89,2354.68,1250.98,0,0.76
12800,3708,2662.97,801.87,2794.94,1046.28,0,0.87
12800,3636,2176.53,785.37,2292.7,1009.76,1,0.35
12800,3704,2713.28,744.43,2853.4,955.16,3,0.48
12810,3664,2362.63,863.03,2494.79,1130.75,0,0.96
12810,3681,2206.05,972.08,2353.41,1250.53,0,0.85
12810,3708,2662.74,803.18,2794.5,1047.36,0,0.9
12810,3636,2176.18,784.74,2293.92,1010.83,1,0.33
12810,3704,2714.28,743.88,2856.31,954.84,1,0.48
12810,3757,2715.95,744.12,2856.8,954.9,3,0.41
12820,3664,2362.52,864.06,2494.1,1130.63,0,0.95
12820,3681,2205.17,970.86,2353.31,1250.53,0,0.8
12820,3708,2664.27,802.55,2794.25,1047.6,0,0.88
12820,3636,2172.3,784.51,2293.94,1012.81,1,0.54
12820,3704,2714.21,744.48,2857.2,956.81,1,0.25
12820,3757,2715.02,744.62,2857.39,957.44,3,0.4
12830,3664,2360.83,862.22,2493.27,1129.06,0,0.94
12830,3681,2206.88,972.35,2352.63,1244.05,0,0.83
12830,3708,2664.51,801.75,2796.36,1047.67,0,0.72
12830,3636,2169.32,786.69,2292.07,1013.45,1,0.71
12830,3704,2717.38,744.36,2857.04,956.64,3,0.53
12840,3664,2361.33,861.11,2492.91,1126.88,0,0.94
12840,3681,2208.51,966.02,2358.09,1249.04,0,0.78
12840,3708,2665.77,801.4,2795.73,1047.52,0,0.82
12840,3636,2169.39,787.67,2292.63,1014.33,1,0.71
12840,3704,2718.89,743.43,2856.99,958.69,1,0.56
12850,3664,2364.34,862.26,2494.55,1125.68,0,0.95
12850,3681,2207.02,964.83,2359.22,1247.63,0,0.86
12850,3708,2665.19,803.1,2794.31,1047.96,0,0.85
12850,3636,2169.65,787.23,2291.76,1013.75,1,0.51
12850,3704,2718.49,745.25,2857.08,955.61,3,0.45
12860,3664,2365.77,862.86,2495.15,1125.28,0,0.96
12860,3681,2206.28,964.93,2359.56,1247.64,0,0.84
12860,3708,2664.94,803.96,2794.27,1047,0,0.81
12860,3636,2168.68,786.62,2291.46,1014.57,1,0.51
12860,3704,2718.65,745.31,2857.25,956.54,1,0.7
12860,3761,2718.8,745.48,2857.22,956.65,3,0.44
12870,3664,2365.5,862.74,2495.1,1125.13,0,0.96
12870,3681,2206.18,966.43,2358.99,1247.35,0,0.82
12870,3708,2664.79,804.13,2794.66,1047.35,0,0.83
12870,3636,2169.63,785.68,2291.84,1014.34,1,0.4
12870,3704,2719.19,744.77,2856.69,956.64,3,0.47
12870,3761,2719.42,744.67,2856.52,956.83,1,0.57
12880,3664,2363.54,862.58,2495.89,1130.54,0,0.97
12880,3681,2207.08,970.19,2356.38,1248.78,0,0.83
12880,3708,2666.03,802.21,2795.39,1050.67,0,0.9
12880,3636,2170.74,786.73,2290.09,1010.8,1,0.37
12880,3704,2722.29,746.1,2857.29,960.52,3,0.26
12880,3761,2723.02,746.18,2857.24,961.34,1,0.41
12890,3664,2361.87,861.5,2494.57,1132.11,0,0.95
12890,3681,2206.65,970.79,2355.93,1248.44,0,0.77
12890,3708,2666.4,801.66,2795.52,1051.05,0,0.89
12890,3636,2171.16,787.1,2289.81,1009.6,1,0.39
12900,3664,2362.33,862.61,2494.57,1131.35,0,0.95
12900,3681,2207.46,970.94,2355.52,1248.63,0,0.86
12900,3708,2665.63,803.02,2793.77,1050.93,0,0.9
12900,3704,2721.37,745.23,2855.41,961.45,3,0.42
12910,3664,2361.54,861.92,2494.75,1130.89,0,0.95
12910,3681,2207.98,970.56,2355.8,1249.11,0,0.87
12910,3708,2665.18,803.95,2793.69,1051.02,0,0.89
12910,3704,2721.4,746.29,2854.63,961.39,3,0.56
12910,3636,2170.54,786.32,2290.24,1010.32,1,0.31
12920,3664,2362.13,861.86,2494.89,1130.03,0,0.95
12920,3681,2207.98,972.1,2354.9,1248.96,0,0.87
12920,3708,2665.38,802.4,2793.91,1051.21,0,0.88
12920,3704,2721.14,746.79,2854.42,961.55,3,0.54
12930,3664,2361.77,862.35,2494.52,1129.16,0,0.95
12930,3681,2206.68,970.33,2354.78,1250.85,0,0.75
12930,3708,2664.81,802.79,2792.34,1051.01,0,0.87
12930,3704,2719.99,746.34,2854.18,962.18,3,0.49
12930,3636,2172.28,786.25,2291.71,1010.38,1,0.26
12940,3664,2361.89,862.87,2493.33,1129.78,0,0.96
12940,3681,2205.71,968.56,2355.42,1251.08,0,0.73
12940,3708,2665.57,800.42,2794.04,1051.82,0,0.91
12940,3704,2721.03,745.81,2854.76,962.22,0,0.45
12940,3636,2171.63,786.3,2293.9,1011.47,1,0.68
12950,3664,2361.27,863.79,2493.06,1130.41,0,0.95
12950,3681,2207.45,969.54,2355.41,1250.5,0,0.84
12950,3708,2664.72,802.88,2793.52,1052.39,0,0.92
12950,3704,2713.55,741.68,2855.46,959.19,0,0.53
12950,3636,2187.46,782.7,2299.82,1007.47,1,0.41
12960,3664,2360.41,862.75,2493.45,1130.89,0,0.95
12960,3681,2208.51,970.35,2355.6,1250.76,0,0.83
12960,3708,2665.09,802.31,2793.54,1052.42,0,0.93
12960,3704,2725.68,739.94,2855.88,959.28,0,0.46
12960,3636,2194.18,781.33,2305.26,1007.57,1,0.57
12970,3664,2359.96,861.38,2493.96,1130.98,0,0.96
12970,3681,2209.06,971.07,2355.38,1250.5,0,0.83
12970,3708,2665.17,803.58,2793.25,1052.12,0,0.91
12970,3704,2728.87,742.6,2856.1,958.53,3,0.41
12970,3636,2197.79,780.79,2305.78,1006.74,1,0.53
12980,3664,2359.99,860.42,2493.99,1132.43,0,0.95
12980,3681,2209.99,970.78,2354.09,1249.68,0,0.85
12980,3708,2664.59,802.02,2794.8,1051.65,0,0.88
12980,3704,2723.94,743.72,2856.28,960.34,3,0.33
12980,3636,2181.8,784.29,2295.55,1009.55,1,0.49
12990,3664,2359.56,859.32,2493.79,1133.15,0,0.95
12990,3681,2209.73,970.9,2353.44,1248.83,0,0.85
12990,3708,2664.45,801.66,2795.29,1051.34,0,0.85
12990,3704,2723.63,745.57,2855.18,960.95,3,0.65
12990,3636,2175.82,785.87,2292.22,1010.47,1,0.5
13000,3664,2358.35,859.81,2492.42,1134.41,0,0.96
13000,3681,2209.26,970.31,2354.62,1249.73,0,0.81
13000,3708,2665.17,802.92,2792.21,1051.46,0,0.87
13000,3704,2719.98,745.8,2855.1,958.97,3,0.6
13000,3636,2174.35,786.25,2291.13,1010.64,1,0.47
13010,3664,2358.75,860.82,2491.83,1135.59,0,0.96
13010,3681,2209.11,969.94,2355.52,1250.16,0,0.82
13010,3708,2665.7,802.52,2791.67,1051.74,0,0.87
13010,3704,2720.64,747.76,2855.69,957.64,1,0.5
13010,3636,2173.84,785.59,2290.36,1010.92,1,0.33
13020,3664,2358.5,860.13,2492.12,1135.33,0,0.96
13020,3681,2209.19,969.3,2356.06,1250.08,0,0.82
13020,3708,2666.13,803.89,2791.5,1053.34,0,0.86
13020,3704,2719.05,747.9,2855.55,956.7,1,0.72
13020,3779,2718.91,747.96,2855.59,956.49,3,0.34
13030,3664,2359.68,859.84,2492.16,1133.17,0,0.96
13030,3681,2207.95,967.67,2357.41,1249.61,0,0.83
13030,3708,2666.29,804.74,2792.35,1053.68,0,0.85
13030,3704,2717.37,746.9,2854.95,956.62,1,0.55
13030,3779,2717.2,746.62,2854.84,956.68,3,0.64
13040,3664,2360.31,859.49,2492.42,1132.58,0,0.96
13040,3681,2207.3,967.53,2357.35,1249.6,0,0.82
13040,3708,2666.11,806.08,2792.11,1053.85,0,0.83
13040,3704,2715.98,746.71,2854.74,955.89,3,0.59
13040,3779,2715.72,746.39,2854.62,955.91,1,0.69
13040,3636,2178.54,782.08,2292.5,1010.18,1,0.29
13050,3664,2361.21,863.73,2491.95,1132.01,0,0.96
13050,3681,2207.95,969.35,2355.17,1249.94,0,0.82
13050,3708,2667.51,805.88,2793.07,1053.83,0,0.88
13050,3704,2720.65,745.03,2853.3,956.56,1,0.42
13050,3779,2721.18,744.55,2853.04,956.72,3,0.59
13050,3636,2176.9,784.04,2291.46,1012.26,1,0.34
13060,3664,2361.28,862.93,2491.25,1132.16,0,0.97
13060,3681,2208.1,969.11,2355.26,1250.31,0,0.83
13060,3708,2667.69,804.8,2793.46,1053.88,0,0.87
13060,3704,2720.22,744.57,2853.3,957.1,3,0.6
13060,3779,2720.57,744.17,2853.15,957.3,1,0.32
13060,3636,2175.55,785.36,2290.72,1013.89,1,0.46
13070,3664,2362.02,862.8,2491.75,1131.69,0,0.96
13070,3681,2208.43,969.59,2354.95,1250.26,0,0.81
13070,3708,2668.09,806.23,2793.36,1053.73,0,0.85
13070,3704,2723.39,746.12,2853.64,955.77,3,0.64
13070,3779,2723.91,745.91,2853.55,955.86,1,0.31
13070,3636,2174.79,787.37,2290.32,1013.75,1,0.66
13070,3789,1050.83,310.78,1155.72,425.33,0,0.68
13080,3664,2363.12,860.4,2492.69,1131.67,0,0.96
13080,3681,2207.49,969.52,2354.79,1250.23,0,0.67
13080,3708,2667.24,805.36,2793.94,1054.06,0,0.87
13080,3704,2723.42,744.9,2853.31,959,3,0.5
13080,3636,2186.65,784.69,2295.13,1011.31,1,0.7
13090,3664,2363.15,861.66,2493.35,1132.82,0,0.96
13090,3681,2206.84,970.32,2354.93,1251.15,0,0.74
13090,3708,2666.7,805.52,2793.56,1053.87,0,0.88
13090,3704,2726.62,744.24,2854.37,959.5,3,0.49
13090,3636,2191.2,782.77,2296.7,1010.43,1,0.4
13100,3664,2362.44,863.11,2493.04,1132.19,0,0.95
13100,3681,2207.86,970.81,2354.2,1250.56,0,0.89
13100,3708,2667.02,804.2,2793.68,1053.48,0,0.89
13100,3704,2720.98,747.92,2853.6,959.55,3,0.43
13100,3636,2181.06,787.9,2291.55,1015.54,1,0.69
13110,3664,2361.66,864.03,2492.96,1131.92,0,0.95
13110,3681,2207.58,969.33,2354.52,1252.38,0,0.83
13110,3708,2667.21,803.15,2793.26,1052.94,0,0.89
13110,3704,2726.12,748.86,2854.28,960.13,3,0.46
13110,3636,2177.21,788.2,2290.87,1017.02,1,0.69
13120,3664,2361.98,863.56,2493.43,1130.19,0,0.95
13120,3681,2207.83,969.75,2354.44,1252.59,0,0.84
13120,3708,2667.19,798.84,2796.15,1047.15,0,0.55
13120,3704,2725.83,748.38,2854.44,961.11,3,0.29
13120,3636,2176.75,785.89,2292.29,1016.97,1,0.47
13130,3664,2363.81,863.34,2493.56,1131.1,0,0.95
13130,3681,2207.17,970.61,2355.05,1252.79,0,0.87
13130,3708,2666.91,803.59,2793.56,1048.74,0,0.85
13130,3704,2726.09,748.94,2853.79,959.11,3,0.56
13130,3636,2189.19,781.03,2299.41,1013.11,1,0.36
13140,3664,2364.33,863.96,2493.84,1130.38,0,0.94
13140,3681,2206.77,969.66,2354.7,1252.42,0,0.87
13140,3708,2665.75,805.26,2793.53,1049.61,0,0.83
13140,3704,2725.16,748.29,2854.46,957.93,3,0.73
13140,3636,2169.26,790.97,2285.19,1020.24,1,0.78
13150,3664,2363.59,864.67,2493.49,1129.59,0,0.94
13150,3681,2208.2,967.58,2356.39,1252.3,0,0.69
13150,3708,2668.16,798.31,2805.85,1021.17,0,0.39
13150,3704,2709.63,748.81,2853.93,958.22,3,0.63
13150,3636,2167.05,791.19,2287.78,1020.24,1,0.78
13160,3664,2363.44,865.03,2493.55,1130.08,0,0.94
13160,3681,2209.41,967.47,2357.91,1253.51,0,0.57
13160,3708,2665.55,802.58,2793.44,1039.87,0,0.68
13160,3704,2711.83,748.16,2852.4,948.6,1,0.56
13160,3636,2165.48,795.53,2284.32,1021.67,1,0.76
13170,3664,2363.17,865.57,2492.71,1131.03,0,0.95
13170,3681,2210.01,966.51,2358.49,1252.86,0,0.73
13170,3708,2665.61,805.81,2793.33,1048.01,0,0.88
13170,3704,2713.3,748.36,2853.66,951.31,3,0.69
13170,3636,2164.84,796.13,2283.77,1021.19,1,0.7
13170,3811,2714.54,748.26,2853.84,951.28,1,0.5
13180,3664,2363.62,866.76,2492.83,1133.71,0,0.96
13180,3681,2209.03,969.71,2356.41,1251.92,0,0.87
13180,3708,2665.93,805.81,2794.29,1050.13,0,0.86
13180,3704,2716.91,747.31,2853.66,955.04,1,0.37
13180,3636,2163.78,799.67,2281.37,1021.66,1,0.66
13180,3811,2718.19,747.09,2853.74,955.87,3,0.71
13190,3664,2363.38,865.37,2493.51,1135.4,0,0.96
13190,3681,2208.67,968.88,2355.84,1250.65,0,0.9
13190,3708,2665.72,802.01,2795.01,1050.46,0,0.9
13190,3704,2719.96,745.58,2853.64,957.58,1,0.3
13190,3636,2162.48,794.78,2281.69,1021.57,1,0.74
13190,3811,2721.34,745.14,2853.65,958.76,3,0.59
13200,3664,2365.02,865.84,2494.78,1133.6,0,0.96
13200,3681,2208.57,967.15,2356.82,1245.44,0,0.86
13200,3708,2667.13,802.61,2795.24,1050.79,0,0.6
13200,3704,2720.01,745.37,2852.79,957.67,3,0.45
13200,3636,2162.72,796.43,2277.33,1015.18,1,0.62
13210,3664,2364.9,863.87,2495.64,1132.46,0,0.96
13210,3681,2209.09,968.63,2358,1251.12,0,0.8
13210,3708,2668.23,804.07,2793.89,1052.45,0,0.86
13210,3704,2721.16,745.47,2851.6,959.35,3,0.51
13210,3636,2162.23,796.82,2278.03,1013.37,1,0.64
13220,3664,2364.46,863.53,2495.96,1131.71,0,0.95
13220,3681,2209.87,967.6,2358.29,1253.13,0,0.82
13220,3708,2667.99,806.4,2794.16,1053.27,0,0.75
13220,3704,2721.54,745.2,2852.79,958.77,3,0.52
13220,3636,2161.7,797.31,2277.38,1015.47,1,0.71
13230,3664,2365.06,864.85,2495.45,1134.11,0,0.96
13230,3681,2209.7,969.61,2356.76,1252.26,0,0.81
13230,3708,2667.92,804.51,2795.67,1052.7,0,0.84
13230,3704,2718.4,744.38,2852.4,958.8,3,0.47
13230,3636,2168.24,789.24,2276.34,1007.63,1,0.33
13240,3664,2364.54,864.42,2496.12,1135.87,0,0.95
13240,3681,2209.34,969.79,2356.32,1252.63,0,0.83
13240,3708,2667.49,803.28,2794.49,1050.69,0,0.85
13240,3704,2721.08,743.88,2852.24,959.3,3,0.41
13240,3824,1549.86,624.18,1688.33,830.68,0,0.55
13250,3664,2364.2,864.32,2494.41,1133.75,0,0.96
13250,3681,2210.4,970.71,2356.83,1249.3,0,0.82
13250,3708,2667.82,803.82,2794.18,1051.29,0,0.79
13250,3704,2722.24,746.06,2852.49,960.94,3,0.7
13250,3824,1557.59,613.19,1702.49,816.58,0,0.49
13250,3636,2169.41,783.81,2277.53,1001.93,1,0.51
13260,3664,2363.64,864.89,2494.09,1134.53,0,0.96
13260,3681,2211.15,968.5,2357.55,1251.09,0,0.88
13260,3708,2667.52,802.52,2794.77,1052.93,0,0.78
13260,3704,2716.42,746.14,2852.43,962.22,3,0.63
13260,3824,1560.23,609.89,1701.76,821.47,0,0.38
13260,3636,2164.65,792.31,2281.36,1009.74,1,0.5
13270,3664,2363.55,864.84,2493.09,1134.12,0,0.95
13270,3681,2211.36,969.61,2355.93,1250.33,0,0.8
13270,3708,2667.84,805.84,2793.04,1053.11,0,0.82
13270,3704,2713.81,745.88,2852.98,959.01,3,0.76
13270,3636,2162.89,795.58,2282.9,1013.41,1,0.67
13280,3664,2362.61,864.18,2493.97,1134.46,0,0.94
13280,3681,2210.65,967.95,2356.14,1246.77,0,0.81
13280,3704,2709.43,746.43,2854.04,960.57,1,0.54
13280,3824,1559.54,611.04,1699.23,824.51,0,0.41
13290,3664,2363.18,864.58,2493.42,1133.8,0,0.95
13290,3681,2208.98,970.54,2355.44,1247.94,0,0.8
13290,3704,2710.72,748.51,2853.18,958,3,0.48
13290,3824,1559.57,611.75,1697.83,822.98,0,0.35
13290,3708,2667.95,806.13,2801.19,1049.09,0,0.62
13290,3636,2193.73,783.06,2302.94,1007.16,1,0.56
13300,3664,2363.94,864.94,2494.68,1133.02,0,0.95
13300,3681,2209.46,970.07,2355.93,1248.57,0,0.86
13300,3704,2715.16,748.18,2849.85,956.51,1,0.5
13300,3824,1560.34,612.11,1697.99,822.94,0,0.34
13300,3830,2716.74,748.25,2849.02,955.98,3,0.48
13300,3708,2669.04,806.5,2798.58,1050.89,0,0.84
13300,3636,2212.1,781.18,2317.06,994.98,1,0.57
13310,3664,2364.42,864.84,2495.39,1133.19,0,0.96
13310,3681,2209.34,968.58,2356.35,1249.34,0,0.86
13310,3704,2718.42,747.1,2849.19,956.35,1,0.39
13310,3824,1560.29,612.22,1698.38,824.67,1,0.34
13310,3830,2719.46,746.87,2849.05,956.29,3,0.45
13310,3708,2668.91,804.23,2799.2,1052.49,0,0.85
13310,3636,2209.98,779.5,2313.84,997.15,1,0.36
13310,3831,2153.13,837.96,2233.22,1025.48,1,0.33
13320,3664,2365.12,865.36,2495.38,1132.88,0,0.95
13320,3681,2209.61,967.96,2357.42,1248.95,0,0.85
13320,3704,2715.39,746.86,2849.17,955.36,3,0.6
13320,3824,1560.16,611.9,1698.83,825.99,1,0.39
13320,3830,2715.3,746.6,2849.28,955.29,1,0.47
13320,3708,2668.63,805.38,2798.73,1053.09,0,0.83
13320,3636,2203.98,779.66,2307.8,995.45,1,0.52
13320,3833,1559.64,612.06,1698.71,826.71,0,0.34
13330,3664,2364.7,866.22,2494.25,1133.36,0,0.96
13330,3681,2209.71,969.46,2358.04,1249.66,0,0.85
13330,3704,2715.37,746.09,2848.94,956.26,3,0.65
13330,3830,2715.22,745.78,2849.09,956.4,1,0.38
13330,3708,2667.8,805.49,2796.19,1053.88,0,0.86
13330,3636,2202.69,780.23,2307.46,991.91,1,0.68
13340,3664,2363.91,866.33,2493.92,1133.56,0,0.95
13340,3681,2209.16,970.56,2358.09,1249.86,0,0.85
13340,3704,2714.53,745.19,2849.1,956.77,1,0.36
13340,3830,2714.32,744.88,2849.27,956.96,3,0.59
13340,3708,2667.02,804.41,2796.3,1054.69,0,0.85
13340,3824,1559.85,612.57,1697.56,824.12,0,0.27
13350,3664,2363.43,866.45,2493.25,1133.85,0,0.96
13350,3681,2208.88,970.45,2356.31,1249.23,0,0.87
13350,3708,2667.59,802.18,2798.62,1053.24,0,0.87
13350,3824,1559.65,613.8,1698.3,825.35,0,0.39
13350,3636,2201.97,779.42,2305.2,991.36,1,0.36
13360,3664,2364.01,864.84,2492.98,1135.67,0,0.95
13360,3681,2209.63,971,2355.83,1249,0,0.87
13360,3708,2667.68,802.42,2799.22,1052.93,0,0.87
13360,3824,1559.85,614.28,1697.41,823.79,0,0.36
13360,3636,2203.2,779.63,2306.72,989.87,1,0.45
13360,3704,2712.52,745.2,2849.21,957.09,3,0.45
13370,3664,2363.72,862.82,2492.76,1134.98,0,0.96
13370,3681,2209.74,971.2,2355.53,1250.51,0,0.86
13370,3708,2667.74,803.14,2798.31,1052.69,0,0.88
13370,3824,1560.3,612.71,1697.79,821.35,0,0.34
13370,3636,2199.34,778.18,2307.06,994.94,1,0.64
13370,3704,2715.42,745.49,2849.82,955.96,3,0.42
13380,3664,2363.98,863.47,2492.37,1134.97,0,0.96
13380,3681,2209.22,971.67,2355.11,1249.98,0,0.87
13380,3708,2666.93,803.94,2796.95,1052.99,0,0.87
13380,3824,1560.74,612.67,1697.76,821.1,0,0.4
13380,3636,2197.81,777.58,2306.73,997.86,1,0.57
13380,3704,2717.02,745.64,2850.65,958.72,3,0.53
13380,3845,1716.16,374.01,1848.78,500.83,0,0.67
13390,3664,2362.78,863.72,2492.23,1133.85,0,0.96
13390,3681,2207.95,971.35,2355.29,1248.73,0,0.84
13390,3708,2666.34,803.67,2794.87,1053.27,0,0.9
13390,3824,1559.65,620.41,1694.84,826.52,0,0.43
13390,3704,2728.95,737.09,2857.09,946.96,1,0.44
13400,3664,2361.45,863.47,2491.64,1133.13,0,0.95
13400,3681,2207.73,972.42,2355.18,1247.87,0,0.84
13400,3708,2666.25,803.13,2793.57,1053.17,0,0.91
13400,3824,1560.55,636.16,1685.69,828.06,0,0.56
13400,3704,2737.75,729.27,2866.19,930.92,3,0.35
13400,3636,2198.42,778.29,2303.22,991.98,1,0.5
13410,3664,2362.85,862.55,2493.38,1133.69,0,0.95
13410,3681,2207.66,973.26,2355.54,1248.27,0,0.83
13410,3708,2664.54,804.58,2792.3,1053.55,0,0.93
13410,3824,1559.11,625.96,1688.15,829.72,0,0.77
13410,3704,2736.65,723.28,2873.46,926.41,3,0.42
13410,3636,2189.81,778.48,2297.99,994.02,1,0.61
13420,3664,2363.64,862.12,2497.45,1133.86,0,0.94
13420,3681,2207.7,973.99,2356.46,1250.51,0,0.81
13420,3708,2662.26,803.14,2792.36,1052.33,0,0.91
13420,3824,1567.75,615.29,1708.76,816.96,0,0.73
13420,3704,2739.74,717.58,2871.48,923.72,3,0.56
13420,3636,2187.21,778.88,2295.97,990.38,1,0.64
13430,3664,2363.56,858.93,2499.39,1134.15,0,0.91
13430,3681,2207.79,975.83,2356.15,1250.81,0,0.72
13430,3824,1595.45,598.21,1728.06,801.45,0,0.65
13430,3704,2740.98,714.44,2870.61,919.62,3,0.75
13430,3636,2179.22,783.88,2296.44,1003.54,1,0.42
13440,3664,2364.29,857.94,2499.67,1135.33,0,0.88
13440,3681,2209.63,975.91,2356.02,1250.15,0,0.82
13440,3704,2754.48,717.98,2874.78,920.67,0,0.48
13440,3636,2179.14,786.65,2288.77,1006.23,1,0.63
13440,3708,2636.7,780.85,2763.01,1026.67,0,0.86
13450,3664,2364.57,857.87,2499.69,1136.57,0,0.91
13450,3681,2209.97,976.65,2355.84,1250,0,0.8
13450,3636,2172.28,792.18,2280.46,1008.96,1,0.5
13450,3882,1792.17,684.37,1898.3,893.1,0,0.95
13450,3708,2624.16,769.12,2754.95,1010.83,0,0.72
13450,3824,1634.42,566.83,1750.45,775.58,0,0.67
13460,3664,2364.78,858.29,2499.33,1136.4,0,0.92
13460,3681,2209.84,974.6,2356.86,1250.14,0,0.83
13460,3636,2171.68,791.85,2281.27,1007.06,1,0.37
13460,3882,1814.98,659.73,1924.42,886.51,0,0.92
13460,3708,2614.52,752.06,2747.65,992.4,0,0.77
13460,3824,1642.96,561.1,1753.99,768.11,0,0.72
13460,3704,2757.88,718.95,2874.53,925.69,3,0.51
13470,3664,2364.59,858.99,2499.02,1136.32,0,0.91
13470,3681,2208.32,976.22,2356.72,1249.98,0,0.83
13470,3636,2163.12,789.3,2282.15,1005.06,1,0.35
13470,3882,1824.68,644.84,1935.36,881.4,0,0.86
13470,3708,2594.91,746.94,2723.9,984.57,0,0.85
13470,3824,1646.83,558.62,1756.77,766.17,0,0.54
13470,3704,2749.02,722.9,2856.87,931.15,3,0.69
13480,3664,2365.03,860.3,2498.65,1133.98,0,0.93
13480,3681,2207.37,970.75,2357.35,1251.19,0,0.81
13480,3636,2165.46,761.7,2274.31,979.15,1,0.36
13480,3882,1827.42,646.45,1935.63,877.33,0,0.91
13480,3708,2588.38,745.07,2716.54,981.56,0,0.83
13480,3824,1648.71,558.21,1754.82,765.77,1,0.45
13480,3704,2746.26,721.68,2861.7,933.26,3,0.43
13490,3664,2366.8,858.27,2499.3,1132.46,0,0.71
13490,3681,2207.36,964.5,2359.45,1252.9,0,0.91
13490,3636,2156.11,735.84,2267.74,955.33,1,0.88
13490,3882,1828.49,649.68,1937.14,883.15,0,0.95
13490,3708,2590.95,742.67,2720.04,975.31,0,0.55
13490,3824,1648.03,558.37,1756.53,762.93,0,0.48
13490,3704,2746.46,719.51,2863.68,933.24,3,0.62
13500,3664,2367.16,856.21,2499.28,1131.2,0,0.66
13500,3681,2207.68,956.96,2361.31,1252.82,0,0.89
13500,3636,2149.64,721.35,2258.44,926.04,1,0.78
13500,3882,1827.97,650.54,1937.58,885.62,0,0.95
13500,3708,2587.88,744.36,2718.35,979.55,0,0.56
13500,3824,1648.21,556.66,1757.62,764.2,0,0.49
13500,3704,2745.53,721.51,2861.44,935.2,0,0.7
13500,3908,2370.48,851.78,2503.66,1130.25,0,0.5
13510,3664,2365.05,856.28,2499.89,1130.62,0,0.6
