frame,track_id,x,y,w,h,class_id,conf
23110,6795,2524.84,720.29,2652.37,951.52,0,0.95
23120,6748,2501.13,1392.7,2724.13,1837.88,0,0.35
23120,6795,2523.42,720.72,2650.91,951.45,0,0.96
23130,6748,2505.35,1391.03,2734.5,1835.09,0,0.67
23130,6795,2523.11,721.63,2650.62,952.7,0,0.96
23140,6748,2507.23,1389.08,2737.31,1835.75,0,0.51
23140,6795,2522.42,722.62,2650.79,953.29,0,0.96
23150,6795,2522.16,722.47,2650.62,953.96,0,0.96
23160,6795,2523.59,722.1,2650.92,951.04,0,0.96
23160,6748,2507.24,1385.46,2739.93,1835.11,0,0.33
23170,6795,2524.62,722.47,2650.98,949.42,0,0.96
23170,6748,2507.72,1383.3,2739.98,1834.23,0,0.54
23180,6795,2523.24,722.86,2650.58,949.86,0,0.97
23180,6748,2509.4,1384.04,2739.06,1831.76,0,0.87
23190,6795,2522.06,722.68,2650.25,945.08,0,0.94
23190,6748,2510.01,1383.15,2739.36,1836.22,0,0.52
23200,6795,2521.39,722.28,2648.98,945.14,0,0.96
23200,6748,2508.96,1384.23,2741.26,1838.97,0,0.36
23210,6795,2522.86,722.84,2649.4,948.54,0,0.97
23210,6748,2504.09,1392.39,2723.86,1830.06,0,0.87
23220,6795,2523.7,723.36,2649.1,951.64,0,0.97
23220,6748,2500.98,1395.86,2719.14,1828.26,0,0.88
23220,6863,2112.22,804.15,2282.1,1113.68,0,0.85
23220,6864,2708.51,818.35,2844.1,1071.01,1,0.73
23230,6795,2524.12,723.82,2648.24,953.16,0,0.97
23230,6748,2505.49,1388.11,2729.53,1829.29,0,0.73
23230,6863,2106.56,771.35,2262.54,1046.34,0,0.95
23230,6864,2730.5,800.37,2857.78,1044.88,1,0.54
23240,6795,2524.88,726.04,2647.94,952.83,0,0.97
23240,6748,2505.99,1385.05,2734.6,1829.85,0,0.72
23240,6863,2105.2,749.58,2251.44,1014.86,0,0.98
23240,6864,2736.07,786.58,2860.55,1030.68,0,0.6
23240,6873,2501.67,1394.57,2720.26,1829.76,0,0.43
23240,6874,2735.27,787.11,2860.06,1031.51,1,0.6
23250,6795,2523.31,724.11,2648.18,949.36,0,0.96
23250,6863,2106.04,738.52,2253.04,1001.59,0,0.98
23250,6864,2740.54,788.44,2869.51,1023.18,3,0.29
23250,6874,2738.43,791.22,2868.26,1026.47,1,0.55
23250,6875,2290.66,901.77,2419.39,1133.39,0,0.8
23260,6795,2522.62,722.07,2642.06,947.38,0,0.97
23260,6863,2106.23,735.97,2254.54,1001.95,0,0.97
23260,6864,2740.68,788.13,2870.4,1023.23,3,0.43
23260,6874,2738.44,790.92,2869.22,1026.53,1,0.58
23260,6875,2308.43,872.15,2433.21,1074.72,0,0.92
23260,6748,2502.31,1397.04,2722.28,1824.13,0,0.82
23270,6795,2523.31,721.7,2640.35,945.68,0,0.93
23270,6863,2105.87,734.01,2254.34,1003.3,0,0.96
23270,6864,2740.14,788.86,2870.11,1023.02,3,0.42
23270,6874,2738.13,791.35,2868.98,1026,1,0.72
23270,6875,2328.57,819.88,2453.43,1018.77,0,0.83
23270,6748,2501.38,1399.1,2717.79,1819.93,0,0.85
23280,6795,2524.48,721.09,2639.6,945.85,0,0.9
23280,6863,2106.47,733.27,2254.26,999.16,0,0.96
23280,6864,2739.68,789.36,2869.05,1020.86,1,0.6
23280,6874,2737.95,791.46,2868.01,1023.33,3,0.78
23280,6875,2330.38,790.39,2460.05,984.26,0,0.8
23280,6748,2500.44,1397.18,2720.51,1827.57,0,0.8
23280,6883,729.98,671.7,838.84,891.37,0,0.76
23290,6795,2525.19,720.9,2639.55,945.47,0,0.89
23290,6863,2106.56,733.69,2255.51,998.86,0,0.98
23290,6864,2738.77,789.21,2869.19,1021,3,0.47
23290,6874,2737.3,790.93,2868.3,1023.08,1,0.68
23290,6875,2330.97,779.39,2461.67,967.48,0,0.82
23290,6748,2500.17,1396.18,2722.32,1831.39,0,0.79
23290,6883,710.31,623.02,811.49,831.71,0,0.66
23300,6795,2525.9,721.37,2640.63,944.34,0,0.95
23300,6863,2106.94,735.48,2254.93,999.63,0,0.96
23300,6864,2738.51,788.81,2869.95,1021.55,3,0.28
23300,6874,2737.25,790.24,2869.18,1023.34,1,0.63
23300,6875,2330.46,777.99,2462.1,966.45,0,0.79
23300,6748,2499.92,1396.13,2722.3,1831.9,0,0.81
23310,6795,2525.12,721.62,2639.93,945.03,0,0.95
23310,6863,2108.03,735.5,2253.61,998.25,0,0.96
23310,6875,2329.51,777.96,2462.25,972.68,0,0.82
23310,6748,2499.95,1398.37,2720.76,1829,0,0.87
23320,6795,2524.89,724.87,2639.8,945.56,0,0.96
23320,6863,2110.13,727.72,2251.84,999.35,0,0.86
23320,6875,2329.15,777.59,2461.46,966.53,0,0.38
23320,6748,2499.95,1398.32,2719.93,1829.93,0,0.79
23320,6864,2738.35,788.56,2871.92,1025.46,1,0.89
23330,6795,2519.55,727.24,2635.86,938.19,0,0.44
23330,6863,2108.66,734.1,2245.53,1000.77,0,0.95
23330,6748,2500.02,1397.33,2720.26,1829.95,0,0.75
23330,6864,2743.15,785.55,2877.3,1024.75,1,0.67
23340,6795,2523.83,724.08,2639.55,941.29,0,0.72
23340,6863,2107.6,735.76,2251.47,1003.01,0,0.98
23340,6748,2499.65,1397,2721.43,1831.35,0,0.7
23340,6864,2740.7,787.91,2875.49,1024.76,1,0.76
23340,6898,2504.78,1388.03,2737.09,1831.19,0,0.38
23340,6875,2329.62,776.89,2459.25,959.19,0,0.69
23350,6795,2532.04,722.16,2643.21,937.17,0,0.55
23350,6863,2107.54,736.85,2253.32,1003.46,0,0.97
23350,6748,2499.22,1396.77,2721.79,1833.17,0,0.78
23350,6864,2739.59,789.53,2874.9,1025.22,1,0.72
23350,6908,2738.59,790.37,2874.99,1025.88,0,0.37
23350,6875,2329.55,780.27,2451.81,956.58,0,0.79
23360,6795,2530.56,719.07,2648.67,904.1,0,0.81
23360,6863,2107.35,736.44,2254.97,1004.97,0,0.98
23360,6748,2500.61,1394.8,2719.82,1829.35,0,0.82
23360,6864,2741.12,787.83,2877.3,1024.6,1,0.77
23360,6908,2738.96,790.62,2871.79,1024.91,1,0.67
23360,6875,2329.47,781.6,2457.25,968.98,0,0.86
23370,6795,2527.13,719.96,2650.87,929.37,0,0.68
23370,6863,2107.4,736.54,2255.26,1006.01,0,0.98
23370,6748,2501.63,1394.26,2717.3,1826.58,0,0.83
23370,6864,2748.25,785.6,2878.52,1023.98,1,0.9
23370,6875,2329.57,783.26,2458.74,971.46,0,0.85
23380,6795,2525.74,722.16,2646.81,940.55,0,0.97
23380,6863,2106.95,737.09,2255.48,1005.56,0,0.98
23380,6748,2501.4,1393.43,2719.32,1830.51,0,0.68
23380,6875,2328.58,784.33,2460.26,979.81,0,0.77
23390,6795,2525.22,722.96,2645.02,944.85,0,0.97
23390,6863,2106.96,737.01,2255.19,1005.02,0,0.97
23390,6748,2501.21,1393.64,2721.5,1832.25,0,0.35
23390,6875,2328.59,785.44,2460.03,979.34,0,0.81
23390,6864,2738.2,788.21,2875.41,1019.5,1,0.85
23400,6795,2525.11,723.1,2644.07,945.95,0,0.96
23400,6863,2107.04,738.12,2255.07,1005.29,0,0.97
23400,6875,2328.5,786.46,2459.8,976.76,0,0.8
23400,6864,2738.1,789.84,2872.83,1023.25,1,0.87
23410,6795,2524.82,722.66,2643.84,947.38,0,0.96
23410,6863,2107.52,737.6,2255.32,1004.96,0,0.96
23410,6875,2328,787.57,2459.51,974.58,0,0.85
23410,6864,2738.55,789.5,2872.68,1023.7,1,0.8
23410,6915,2740.44,787.07,2877.21,1024.35,1,0.5
23410,6748,2504.68,1393.99,2735.5,1835.04,0,0.75
23420,6795,2524.43,722.88,2643.3,948.41,0,0.96
23420,6863,2107.64,738.06,2255.39,1004.75,0,0.96
23420,6875,2327.95,787.9,2459.46,974.61,0,0.84
23420,6864,2737.82,788.91,2872.84,1024.68,1,0.9
23420,6915,2739.98,785.44,2878.72,1025.05,1,0.55
23420,6748,2492.85,1433.53,2722.93,1892.74,0,0.73
23430,6795,2524.26,722.38,2642.49,948.76,0,0.92
23430,6863,2107.57,738.38,2255.07,1004.23,0,0.96
23430,6875,2326.93,787.18,2460.45,977.51,0,0.83
23430,6864,2738.93,789.4,2873.03,1025.5,1,0.78
23430,6915,2742.15,785.72,2879.73,1026.15,1,0.65
23430,6748,2513.59,1497.85,2748.95,1950.32,0,0.88
23440,6795,2524.33,722.81,2642.2,948.73,0,0.95
23440,6863,2107.79,739.03,2254.9,1004.42,0,0.96
23440,6875,2327.32,787.04,2460.15,972.87,0,0.85
23440,6864,2739.18,787.98,2872.45,1026.49,1,0.9
23440,6915,2742.96,785.34,2879.63,1026.88,1,0.54
23450,6795,2524.48,722.76,2642.2,948.55,0,0.96
23450,6863,2107.27,740.14,2255.16,1004.59,0,0.98
23450,6875,2328.06,786.96,2459.9,972.62,0,0.86
23450,6864,2740.14,789.29,2872.63,1026.42,1,0.72
23450,6915,2744.05,786.43,2879.58,1026.7,1,0.76
23460,6795,2524.46,723.21,2643.17,948,0,0.97
23460,6863,2107.2,740.5,2255.33,1005.5,0,0.96
23460,6875,2328.33,787.24,2459.63,974.8,0,0.88
23460,6864,2741.75,788.07,2877.96,1025,0,0.36
23460,6915,2743.14,787.24,2880.34,1025.21,1,0.62
23470,6795,2524.77,722.66,2643.35,947.9,0,0.95
23470,6863,2107.14,740.36,2255.83,1005.85,0,0.96
23470,6875,2328.89,787.35,2459.18,973.88,0,0.86
23470,6864,2739.78,789.8,2875.5,1024.56,1,0.5
23470,6915,2741.59,787.51,2880.26,1024.94,1,0.71
23480,6795,2524.95,721.43,2643.2,946.38,0,0.94
23480,6863,2107.19,740.57,2255.74,1006.73,0,0.97
23480,6875,2328.03,787.21,2459.56,977.14,0,0.88
23480,6864,2739.46,788.79,2873.83,1025.67,1,0.9
23480,6915,2742.02,785.95,2879.62,1025.91,1,0.72
23490,6795,2524.95,721.86,2643.18,946.59,0,0.96
23490,6863,2107.13,740.37,2255.94,1006.8,0,0.97
23490,6875,2327.8,787.3,2459.96,979.04,0,0.87
23490,6864,2739.73,789.39,2873.15,1025.68,1,0.65
23490,6915,2742.41,785.94,2879.53,1026.02,1,0.72
23500,6795,2525.12,721.67,2643.45,946.83,0,0.96
23500,6863,2107.14,741,2255.77,1006.88,0,0.97
23500,6875,2328.63,786.81,2459.58,974.83,0,0.87
23500,6864,2739.75,789.18,2873.1,1025.54,1,0.61
23500,6915,2742.27,786.08,2879.68,1025.69,1,0.6
23510,6795,2524.63,721.3,2643.2,946.47,0,0.96
23510,6863,2107.9,740.81,2255.93,1006.58,0,0.98
23510,6875,2327.04,784.7,2460.3,987.99,0,0.74
23510,6864,2739.71,790.55,2872.84,1026.02,1,0.64
23510,6915,2742.26,787.55,2879.53,1025.75,1,0.52
23520,6795,2524.43,720.84,2643,946.28,0,0.94
23520,6863,2108.17,740.99,2255.8,1007.86,0,0.98
23520,6875,2325.76,783.5,2460.01,1002.59,0,0.68
23520,6864,2739.26,790.34,2872.71,1026.49,1,0.6
23520,6915,2741.87,787.05,2879.36,1026.08,1,0.49
23530,6795,2524.22,720.86,2642.74,947.74,0,0.85
23530,6863,2108.49,739.64,2256.43,1007.82,0,0.98
23530,6875,2324.49,782.18,2460.47,1014.08,0,0.68
23530,6864,2739.5,789.43,2872.61,1022.88,1,0.52
23530,6915,2742.11,786.11,2879.08,1023.59,1,0.52
23530,6930,2317.91,792.31,2459.59,1067.02,0,0.34
23540,6795,2524.61,720.71,2643.28,948.41,0,0.92
23540,6863,2108.46,739.61,2256.74,1007.41,0,0.97
23540,6875,2325.28,782.9,2459.4,995.65,0,0.67
23540,6864,2738.92,788.64,2872.56,1023.26,1,0.83
23540,6915,2741.01,784.87,2879.27,1024.29,1,0.52
23550,6795,2524.56,720.23,2643.58,949.34,0,0.95
23550,6863,2107.49,737.63,2257.02,1008.05,0,0.95
23550,6875,2326.19,783.23,2459.66,986.68,0,0.77
23550,6864,2738.43,788.8,2872.02,1025.11,1,0.57
23550,6915,2740.66,786.37,2878.73,1025.25,1,0.42
23560,6795,2524.5,723.3,2644.04,950.03,0,0.97
23560,6863,2107.83,737.24,2256.85,1006.66,0,0.93
23560,6875,2326.71,784.77,2459.72,982.43,0,0.79
23560,6864,2738.18,788.19,2871.91,1026.41,1,0.84
23560,6748,2518.62,1718.3,2753.36,2152.42,0,0.97
23570,6795,2524.23,723.04,2644.1,950.08,0,0.96
23570,6863,2107.22,736.55,2255.71,1006.08,0,0.97
23570,6875,2325.75,785.24,2460.6,993.47,0,0.77
23570,6864,2738.72,789.16,2872.08,1026.99,1,0.6
23580,6795,2524.56,721.82,2643.7,947,0,0.94
23580,6863,2106.93,737.36,2256.02,1006.03,0,0.95
23580,6875,2327.62,786.04,2459,978.37,0,0.65
23580,6864,2741.19,786.73,2876.9,1026.53,1,0.63
23580,6932,2739.89,787.98,2873.72,1025.91,1,0.51
23590,6795,2524.9,721.43,2642.65,945.11,0,0.85
23590,6863,2106.49,737.2,2256.47,1006.34,0,0.97
23590,6875,2327.46,786.51,2458.83,982.01,0,0.78
23590,6864,2742.07,787.17,2878.03,1025.36,1,0.55
23590,6932,2739.77,789.83,2872.17,1024.67,1,0.47
23590,6934,2516.9,1203.82,2673.56,1562.09,0,0.93
23600,6795,2524.77,721.4,2642.43,943.87,0,0.94
23600,6863,2107.03,737.52,2255.94,1006.11,0,0.96
23600,6875,2325.8,786.55,2459.72,1016.25,0,0.75
23600,6864,2742.15,786.88,2878.39,1025.72,1,0.79
23600,6932,2739.42,789.57,2871.68,1024.84,1,0.61
23600,6934,2537.27,1103.63,2682.81,1442.07,0,0.87
23600,6930,2317.55,791.75,2459.85,1065.12,0,0.34
23610,6795,2525.36,721.96,2642.35,940.24,0,0.32
23610,6863,2106.94,737.52,2256.07,1006.12,0,0.97
23610,6875,2326.47,785.82,2459.19,1008.33,0,0.71
23610,6864,2742.48,787.81,2878.61,1025.13,1,0.84
23610,6932,2739.45,790.62,2871.7,1023.46,1,0.61
23610,6934,2549.01,1013.16,2693.37,1334.24,0,0.93
23610,6930,2319.14,792.64,2458.73,1060.55,0,0.36
23620,6795,2527.87,720.79,2644.83,937.31,0,0.89
23620,6863,2106.92,737.48,2256.21,1005.9,0,0.97
23620,6875,2327.06,786.05,2458.98,997.8,0,0.74
23620,6864,2744.7,787.99,2878.28,1025.57,1,0.79
23620,6932,2741.02,790.44,2871.19,1024.38,1,0.75
23620,6934,2558.71,938.55,2691.28,1236.68,0,0.68
23630,6795,2528.68,718.81,2646.85,932.51,0,0.91
23630,6863,2106.67,737.36,2255.11,1007.68,0,0.97
23630,6875,2326.45,786.36,2458.09,994.47,0,0.76
23630,6864,2742.86,787.65,2878.5,1025.56,1,0.72
23630,6932,2739.57,790.58,2871.44,1024.33,1,0.8
23630,6934,2547.52,875.35,2681.18,1161.65,0,0.89
23640,6795,2528.16,717.68,2648.69,922.63,0,0.93
23640,6863,2106.81,737.11,2255.39,1008.27,0,0.96
23640,6875,2325.73,786.74,2457.43,1005.79,0,0.82
23640,6864,2741.02,787.3,2878.18,1025.9,1,0.5
23640,6932,2738.44,790.65,2870.99,1025.71,1,0.91
23640,6934,2532.97,835.87,2658.74,1104.04,0,0.95
23650,6795,2526.91,717.37,2651.09,904.71,0,0.91
23650,6863,2106.92,738.3,2255.66,1008.12,0,0.97
23650,6875,2326.79,787.66,2453.97,986.43,0,0.77
23650,6864,2740.15,787.14,2878.36,1026.11,1,0.5
23650,6932,2737.76,790.66,2871.41,1026.36,1,0.96
23650,6934,2523.75,816.4,2641.57,1066.97,0,0.88
23660,6795,2519.82,716.92,2652.42,894.35,0,0.88
23660,6863,2106.75,737.54,2256.08,1008.22,0,0.97
23660,6875,2326.86,788.56,2453.61,981.2,0,0.8
23660,6864,2740.12,788.68,2878.62,1025.75,1,0.51
23660,6932,2737.97,791.38,2871.52,1025.69,1,0.9
23660,6934,2517.17,802.29,2629.52,1047.29,0,0.89
23660,6962,730.16,617.04,831.95,808.4,3,0.66
23670,6795,2522.82,717.6,2651.5,892.29,0,0.91
23670,6863,2108.65,732.81,2248.68,1004.2,0,0.52
23670,6875,2327.78,787.5,2451.73,971.13,0,0.76
23670,6864,2740.26,789.13,2878.51,1025.35,1,0.56
23670,6932,2738.25,791.52,2871.27,1025.32,1,0.89
23670,6934,2516.86,809.47,2627.58,1043.82,0,0.9
23670,6962,719.88,586.93,814.54,776.61,3,0.45
23680,6795,2530.54,688.46,2714.83,892.31,0,0.72
23680,6863,2107.05,736.38,2253.24,1007.17,0,0.97
23680,6875,2327.44,787.5,2453.84,998.43,0,0.73
23680,6864,2744.86,788.22,2878.92,1026.06,1,0.91
23680,6934,2515.49,811.18,2626.13,1045.26,0,0.91
23690,6795,2525.11,705.89,2680.17,899.52,0,0.92
23690,6863,2106.31,736.97,2255.17,1008.02,0,0.96
23690,6875,2326.92,786.52,2454.95,1017.46,0,0.69
23690,6864,2741.05,788.84,2871.48,1026.25,1,0.9
23690,6934,2516.14,815.78,2628.85,1059.82,0,0.89
23690,6930,2317.4,792.23,2454.3,1062.25,0,0.32
23700,6795,2523.83,714.44,2665.8,898.02,0,0.9
23700,6863,2106.19,738.04,2255.83,1008.02,0,0.96
23700,6864,2742.81,787.54,2876.77,1026.64,1,0.73
23700,6934,2514.76,817.33,2633.42,1044.09,0,0.63
23700,6983,3174.66,427.5,3258.6,570.17,0,0.63
23700,6985,2740.95,788.03,2873.66,1025.66,1,0.51
23700,6962,703.09,608.75,804.51,823.98,0,0.67
23710,6795,2519.55,716.18,2656.81,893.44,0,0.9
23710,6863,2106.5,737.6,2256.62,1008.18,0,0.96
23710,6864,2744.81,787.98,2879.26,1021.84,1,0.75
23710,6934,2514.14,808.73,2628.29,1049.97,0,0.89
23710,6875,2324.28,788.64,2454.11,993.84,0,0.84
23720,6795,2517.4,716.22,2654.05,889.46,0,0.89
23720,6863,2106.82,737.9,2256.9,1008.46,0,0.96
23720,6864,2738.38,787.78,2878.71,1017.24,1,0.85
23720,6934,2514.76,807.5,2628.59,1059.81,0,0.82
23720,6875,2325.45,788.6,2455.36,991.45,0,0.79
23730,6795,2520.79,716.93,2656.18,887.09,0,0.92
23730,6863,2106.23,736.96,2256.16,1008.67,0,0.96
23730,6864,2739.15,789.73,2872.97,1019.93,1,0.97
23730,6934,2516.11,815.77,2630.74,1057.57,0,0.91
23730,6875,2326.37,789.67,2455.42,980.87,0,0.76
23740,6795,2521.46,717.56,2657.03,887.14,0,0.92
23740,6863,2106.26,737.16,2255.52,1008.24,0,0.96
23740,6864,2739.49,790.09,2868.36,1023.3,1,0.97
23740,6934,2517.19,819.45,2631.74,1058.45,0,0.91
23740,6875,2327.8,788.35,2455.99,978.36,0,0.8
23740,7000,2905.13,788.83,3021.13,1042.54,0,0.73
23750,6795,2521.77,716.93,2653.19,887.15,0,0.94
23750,6863,2106.43,737.83,2255.35,1008.12,0,0.96
23750,6864,2739.1,789.7,2865.71,1023.88,1,0.96
23750,6934,2517.28,819.41,2631.47,1059.04,0,0.89
23750,6875,2327.62,789.57,2455.71,979.51,0,0.83
23750,7000,2896.32,771.55,3008.4,1018.85,0,0.71
23760,6795,2523.96,713.66,2653.56,884.89,0,0.89
23760,6863,2106.84,736.49,2254.84,1007.58,0,0.96
23760,6864,2737.75,788.11,2863.26,1024.86,1,0.89
23760,6934,2517.1,817.95,2632.5,1060.07,0,0.91
23760,6875,2325.07,790.17,2454.83,985.32,0,0.82
23760,7000,2895.66,770.02,3006.78,1006.46,0,0.62
23770,6795,2522.99,715.28,2655.01,890.93,0,0.92
23770,6863,2106.59,735.93,2255.21,1007.6,0,0.96
23770,6864,2737.59,787.69,2862.74,1025.57,1,0.94
23770,6934,2516.92,819.9,2632.28,1061.56,0,0.91
23770,6875,2325.62,789.97,2454.09,982.56,0,0.82
23770,7000,2896.29,772.32,3004.72,1004.61,0,0.92
23780,6795,2523.4,717.07,2653.66,891.59,0,0.93
23780,6863,2106.48,735.79,2256.08,1008.33,0,0.97
23780,6864,2737.44,789.32,2861.55,1027.31,1,0.96
23780,6934,2518.52,823.31,2633.94,1063.23,0,0.9
23780,6875,2324.21,789.89,2454.57,994.1,0,0.79
23780,7000,2896.09,771.42,3007.8,1004.5,0,0.88
23790,6795,2523.04,717.39,2654.05,892.96,0,0.92
23790,6863,2106.56,735.91,2256.21,1008.54,0,0.96
23790,6864,2737.81,790.49,2860.53,1028.55,1,0.96
23790,6934,2518.58,822.69,2634.81,1064.61,0,0.91
23790,6875,2323.89,789.83,2454.56,996.89,0,0.81
23790,7000,2894.61,769.69,3008.79,1005.61,0,0.76
23800,6795,2524.91,715.8,2654.49,894.67,0,0.93
23800,6863,2106.47,735.52,2256.41,1008.88,0,0.97
23800,6864,2737.93,791.45,2860.06,1029.03,1,0.95
23800,6934,2518.21,822.08,2634.44,1065.57,0,0.9
23800,6875,2323.85,789.65,2454.29,996.27,0,0.8
23800,7000,2894.99,771.27,3007.79,1005.64,0,0.81
23810,6795,2524.24,715.91,2655.34,893.82,0,0.91
23810,6863,2107.01,736.58,2256.39,1007.17,0,0.94
23810,6864,2737.65,792.49,2861.78,1027.58,1,0.95
23810,6934,2517.27,821.35,2634.17,1067.31,0,0.9
23810,6875,2324.78,789.34,2454.14,984.75,0,0.79
23810,7000,2897.72,772.92,3008.23,1007.88,0,0.25
23820,6795,2523.49,715.97,2655.21,893.6,0,0.92
23820,6863,2107.11,736.89,2256.53,1006.68,0,0.95
23820,6864,2737.68,792.4,2862.73,1027.02,1,0.92
23820,6934,2516.8,821.25,2633.93,1068.4,0,0.91
23820,6875,2324.83,788.99,2454.58,984.4,0,0.78
23820,7000,2898.75,773.57,3008.93,1008.87,0,0.33
23830,6795,2523.89,716.71,2654.94,892.84,0,0.93
23830,6863,2106.78,737.11,2256.73,1006.61,0,0.96
23830,6864,2738.04,792.03,2862.71,1027.33,1,0.9
23830,6934,2517.3,822.86,2633.58,1067.49,0,0.9
23830,6875,2325.45,789.47,2455.24,984.18,0,0.84
23840,6795,2522.97,717.3,2655.26,893.56,0,0.93
23840,6863,2106.6,737.1,2256.8,1007.12,0,0.96
23840,6864,2737.9,791.88,2862.57,1027.46,1,0.94
23840,6934,2517.43,823.32,2633.63,1067.7,0,0.9
23840,6875,2326.01,789.94,2455.41,981.39,0,0.84
23850,6795,2522.95,716.72,2656.18,892.21,0,0.93
23850,6863,2106.72,737.29,2256.99,1006.82,0,0.96
23850,6864,2737.26,791.24,2862.3,1027.32,1,0.93
23850,6934,2517.22,821.81,2633.62,1067.93,0,0.89
23850,6875,2325.95,788.85,2455.08,978.82,0,0.83
23860,6795,2520.81,717,2655.59,890.1,0,0.93
23860,6863,2106.46,736.87,2256.57,1007.14,0,0.96
23860,6864,2737.66,790.95,2863.27,1027.25,1,0.78
23860,6934,2517.69,822.03,2633.12,1068.45,0,0.91
23860,6875,2325.52,787.78,2454.24,983.32,0,0.76
23870,6795,2521.93,716.58,2656.28,890.19,0,0.92
23870,6863,2106.19,736.47,2256.15,1007.77,0,0.97
23870,6864,2737.69,790.74,2863.24,1026.92,1,0.93
23870,6934,2517.88,822.09,2633.44,1069.3,0,0.92
23870,6930,2322.82,787.15,2457.06,1052.38,0,0.78
23880,6795,2523.74,716.44,2655.76,889.86,0,0.94
23880,6863,2107.28,735.12,2256.77,1007.49,0,0.98
23880,6864,2737.49,791.34,2862.89,1025.87,1,0.96
23880,6934,2518.28,825.58,2633.72,1068.45,0,0.91
23880,6930,2323.44,786.7,2456.83,1027.47,0,0.8
23890,6795,2523.73,716.38,2655.28,890.9,0,0.94
23890,6863,2108.36,735.73,2256.11,1006.5,0,0.97
23890,6864,2737.63,791.35,2862.87,1024.66,1,0.94
23890,6934,2518.31,826.32,2633.57,1067.82,0,0.91
23890,7000,2901.36,772.55,3010.66,1010.47,0,0.32
23890,6875,2324.79,787.44,2455.05,990.26,0,0.85
23900,6795,2523.82,715.36,2656.14,890.88,0,0.95
23900,6863,2108.11,736.64,2256.15,1006.56,0,0.95
23900,6864,2737.44,790.73,2863.55,1025.11,1,0.89
23900,6934,2518.12,826.43,2634.03,1068,0,0.91
23900,7000,2900.65,771.62,3011.42,1011.51,0,0.57
23900,6875,2324.91,787.29,2455.71,993.39,0,0.84
23910,6795,2525.38,717.18,2654.28,889.89,0,0.93
23910,6863,2107.51,737.93,2255.52,1006.42,0,0.97
23910,6864,2735.94,791.01,2864.35,1026.23,1,0.76
23910,6934,2517.33,824.4,2634.06,1067.85,0,0.89
23910,7000,2901.22,769.5,3012.04,1011.35,0,0.77
23910,6875,2325.18,788.33,2455.58,998.04,0,0.83
23910,7033,1829.63,736.48,1964.14,972.43,3,0.92
23920,6795,2525.32,716.57,2655.13,889.97,0,0.9
23920,6863,2107.03,738.49,2255.08,1006.22,0,0.96
23920,6864,2735.61,790.26,2862.82,1026.76,1,0.92
23920,6934,2517.33,822.81,2633.67,1068.19,0,0.9
23920,7000,2900.16,771.77,3011.75,1011.03,0,0.83
23920,6875,2325.63,788.89,2455.53,995.64,0,0.83
23920,7033,1833.49,724.24,1969.6,960.56,3,0.88
23930,6795,2523.34,716.86,2653.24,890.41,0,0.92
23930,6863,2107.09,737.69,2256.19,1007.2,0,0.95
23930,6864,2736.2,791.15,2863.43,1026.58,1,0.94
23930,6934,2518.92,826.73,2635.36,1069.24,0,0.89
23930,7000,2904.17,765.05,3016.2,1014.16,0,0.42
23930,6875,2325.13,788.6,2454.78,984.74,0,0.82
23930,7033,1829.26,720.45,1967.13,957.72,3,0.78
23940,6795,2522.34,717.31,2652.81,890.21,0,0.92
23940,6863,2107.05,737.47,2256.39,1007.64,0,0.95
23940,6864,2736.79,792,2863.24,1026.14,1,0.96
23940,6934,2519.1,827.05,2635.46,1069.22,0,0.89
23940,7000,2906.45,763.17,3017.31,1014.64,0,0.38
23940,6875,2325.28,788.41,2454.16,980.81,0,0.85
23940,7033,1824.26,719.19,1961.23,954.87,3,0.75
23950,6795,2523.45,716.59,2654.55,891.06,0,0.9
23950,6863,2106.77,737.52,2256.42,1008.01,0,0.96
23950,6864,2737.46,791.93,2862.79,1026.04,1,0.96
23950,6934,2517.9,825.49,2634.14,1068.77,0,0.9
23950,6875,2325.04,788.79,2454.21,982.99,0,0.83
23950,7033,1823.25,720.37,1960.01,954.45,3,0.85
23950,7045,1823.41,721.89,1959.85,955.72,1,0.34
23960,6795,2521.16,718.21,2656,892.1,0,0.92
23960,6863,2107.38,737.61,2257.29,1007.88,0,0.96
23960,6864,2738.26,792.81,2863.24,1026.61,1,0.63
23960,6934,2517.46,825.48,2632.92,1069.61,0,0.91
23960,6875,2324.25,789.17,2455.62,996.39,0,0.82
23960,7033,1821.43,722.04,1958.49,957.09,1,0.29
23960,7045,1821.85,723.34,1958.74,958.58,3,0.79
23960,7000,2900.44,768.4,3012.67,1013.11,0,0.88
23970,6795,2521.65,718.55,2655.58,891.53,0,0.94
23970,6863,2107.41,737.32,2256.97,1007.77,0,0.96
23970,6864,2737.49,792.31,2863.4,1026.9,1,0.92
23970,6934,2517.31,825.39,2632.97,1069.07,0,0.91
23970,6875,2324.14,789.5,2455.99,999.41,0,0.85
23970,7000,2899.16,770.5,3011.15,1012.59,0,0.84
23980,6795,2525.83,717.92,2656.16,892.03,0,0.94
23980,6863,2107.68,737.1,2255.66,1006.65,0,0.96
23980,6864,2738,790.81,2863.15,1027.56,1,0.63
23980,6934,2517.25,823.82,2632.8,1069.29,0,0.9
23980,6875,2324.49,789.24,2455.49,991.76,0,0.84
23980,7000,2899.09,770.71,3011.29,1013.1,0,0.87
23980,7033,1820.02,723.64,1958.14,957.32,3,0.82
